id,date_time,state,quantity,product,unit_price,total_price
f75177e1-3258-43d9-af26-4ca538eb25b6,04/13/2023 20:03:26,rio grande do sul,19,polidor de metais automotivo,39.9,758.1
ea29e931-9ec3-4a98-9262-9c1a98130717,02/25/2023 23:51:41,santa catarina,9,limpa-vidros automotivo,19.9,179.1
b51df689-39d2-46e9-a20c-2016f8e7d2c9,04/16/2023 20:55:47,paraná,48,polidor de metais automotivo,39.9,1915.2
e351d21c-1e94-4aa8-a087-f49e436f7423,02/26/2023 17:34:20,paraná,67,shampoo para carros,29.9,2003.3
c4928c1e-a81f-48f3-ad5f-070fc67a6a0a,04/20/2023 03:17:17,santa catarina,65,limpa-estofados automotivo,49.9,3243.5
a1a0b17d-e3d0-45d3-9d89-256b4b406b25,02/12/2023 10:45:10,santa catarina,1,removedor de insetos,19.9,19.9
8c481d8c-2233-4722-aa67-23499e316acc,03/18/2023 16:55:41,santa catarina,75,polidor de metais automotivo,39.9,2992.5
89bac3bc-8997-4d92-819c-97e08173df62,02/13/2023 05:31:38,rio grande do sul,87,limpa-tapetes automotivo,34.9,3036.3
de3e919b-88f0-44a4-9a5f-0f0b4072aa19,02/25/2023 21:19:18,santa catarina,33,cera automotiva,39.9,1316.7
9ffe2e91-e2af-4bb1-9ec5-1dc81d9f24db,02/10/2023 03:22:19,rio grande do sul,48,limpa-estofados automotivo,49.9,2395.2
4f7775ee-3e52-441a-a988-86d93abb926c,02/01/2023 23:29:17,paraná,75,limpa-tapetes automotivo,34.9,2617.5
84070556-9a14-40bb-a1cc-66134a1e39e1,03/07/2023 21:24:36,santa catarina,24,condicionador de couro automotivo,49.9,1197.6
18708567-0434-4a34-8cc2-91a9850c4615,02/10/2023 21:38:35,rio grande do sul,43,shampoo para carros,29.9,1285.7
236228d4-6822-4208-8170-c3863f61a10f,01/16/2023 09:36:09,santa catarina,90,desodorizador de ar automotivo,14.9,1341.0
2a083a89-0cfd-4f9c-8fa8-0fce485325ce,03/26/2023 23:13:47,rio grande do sul,10,removedor de insetos,19.9,199.0
b7a46563-37ed-4ebf-90e0-5b092236aa9d,02/09/2023 06:03:53,rio grande do sul,95,shampoo para carros,29.9,2840.5
e9dbb75e-a4d9-438c-8a40-f5b2842fe6c8,01/16/2023 15:26:21,rio grande do sul,48,limpa-vidros automotivo,19.9,955.2
b3c18d4b-aa8e-4ce1-b49a-2165070ce25b,01/02/2023 07:06:50,paraná,88,shampoo para carros,29.9,2631.2
f4d9b2f5-a0de-4545-a66b-ee36720767b1,02/15/2023 23:33:37,rio grande do sul,56,limpa-vidros automotivo,19.9,1114.4
6cdb4507-2a60-449b-95c2-f2ac7b856f14,04/24/2023 04:00:03,paraná,45,limpa-rodas,24.9,1120.5
0e12a96a-1f04-4537-857b-dc65005de094,01/11/2023 14:34:57,paraná,2,limpa-tapetes automotivo,34.9,69.8
bbb9bce5-623f-4a9e-a843-f4f48691c60e,02/18/2023 02:48:21,paraná,79,cera automotiva,39.9,3152.1
9e8f5707-b938-4e58-a381-c1e2826bfe08,01/31/2023 18:04:10,santa catarina,45,limpa-rodas,24.9,1120.5
9215dbde-a82a-4be6-a217-3d61e904328f,01/13/2023 08:39:32,santa catarina,45,condicionador de couro automotivo,49.9,2245.5
5cb3662d-5756-4763-80db-534a4082be0b,01/23/2023 06:06:48,santa catarina,39,limpa-rodas,24.9,971.1
f899d92c-2ce3-4e7c-800e-8f327ca05ac2,04/28/2023 10:31:35,santa catarina,4,condicionador de couro automotivo,49.9,199.6
ede08a74-64e9-4d3b-afdb-cc0e9c939ff3,01/23/2023 20:25:18,rio grande do sul,96,limpa-vidros automotivo,19.9,1910.4
405a4e56-0b68-4270-ab93-f399e735122a,01/26/2023 01:32:28,rio grande do sul,70,cera automotiva,39.9,2793.0
4854a55a-a61c-4269-a849-8dc6d8d0d1fc,02/17/2023 21:03:55,paraná,64,polidor de metais automotivo,39.9,2553.6
3da8448f-f7e1-4a0b-88e3-e4c359fe484d,04/26/2023 14:45:30,santa catarina,75,shampoo para carros,29.9,2242.5
71a15795-dd1c-4bc0-8917-d3991fdcb289,04/29/2023 13:25:26,santa catarina,46,limpa-tapetes automotivo,34.9,1605.4
ba8f5b3e-010f-4306-85f2-b272a34194ce,01/26/2023 13:03:40,santa catarina,19,limpa-tapetes automotivo,34.9,663.1
ebc153c1-14c1-4404-b32f-df2e6d343c7b,03/09/2023 20:35:08,rio grande do sul,36,condicionador de couro automotivo,49.9,1796.4
61665809-27c6-4098-a499-0b15949acd6a,03/11/2023 00:20:38,santa catarina,60,condicionador de couro automotivo,49.9,2994.0
d33102d8-8d75-4898-aa82-5500026e93f3,03/02/2023 06:07:31,santa catarina,51,polidor de metais automotivo,39.9,2034.9
e9f07344-7444-4d65-9671-baa14061ac20,02/19/2023 08:28:39,rio grande do sul,72,limpa-tapetes automotivo,34.9,2512.8
9a3da20a-f1f8-48a4-9ddf-7b826bc51748,03/03/2023 06:58:08,paraná,67,limpa-tapetes automotivo,34.9,2338.3
b7d56bc5-2902-4c67-ac78-e66001e72d5b,02/21/2023 14:44:39,paraná,89,cera automotiva,39.9,3551.1
91581d17-4c51-4912-936f-f8bdfe028d7b,04/20/2023 11:56:20,paraná,88,limpa-estofados automotivo,49.9,4391.2
dd58b637-ad26-43ff-b54f-e48d56a3d2da,02/04/2023 20:12:14,rio grande do sul,9,condicionador de couro automotivo,49.9,449.1
275ef21d-266f-4a18-a83a-3c0358c1796e,03/31/2023 19:44:15,santa catarina,1,limpa-tapetes automotivo,34.9,34.9
de35b66a-5095-49ff-a887-dd909d9de95d,02/09/2023 23:13:46,santa catarina,25,limpa-estofados automotivo,49.9,1247.5
a7610659-e685-4855-8909-56eeefd5aa2f,01/24/2023 09:26:39,paraná,12,limpa-rodas,24.9,298.8
eb15c6e1-189f-4203-9b1b-9c8ad1f0b9eb,03/15/2023 16:40:41,santa catarina,99,limpa-vidros automotivo,19.9,1970.1
cc2fbeb1-4380-4701-9747-33da80cab900,02/20/2023 05:38:29,rio grande do sul,81,desodorizador de ar automotivo,14.9,1206.9
3d463405-d41a-4a9f-8313-a0e1f16486ee,02/18/2023 04:39:14,santa catarina,52,limpa-tapetes automotivo,34.9,1814.8
25a20008-58df-45d4-9fd5-907d7495d5b9,03/23/2023 02:34:39,rio grande do sul,15,condicionador de couro automotivo,49.9,748.5
e062b7a0-31e1-478e-a7d8-7f94d3e4d8f9,03/07/2023 13:46:38,santa catarina,18,limpa-tapetes automotivo,34.9,628.2
df955b38-112b-45d9-8769-9ea63a7670df,03/15/2023 16:51:02,paraná,96,shampoo para carros,29.9,2870.4
467e2809-54cb-4ef9-908f-8c1466b821b2,04/25/2023 07:53:39,paraná,77,polidor de metais automotivo,39.9,3072.3
c9f55f92-cce6-4265-aed3-60fcdd717d57,01/03/2023 04:28:31,santa catarina,80,limpa-rodas,24.9,1992.0
1c5a46aa-ede0-4b4f-825d-946b2ab362e2,04/11/2023 01:01:10,santa catarina,12,limpa-vidros automotivo,19.9,238.8
144e586e-f5fa-4710-959e-31e9d97c1b44,01/16/2023 00:27:22,santa catarina,18,removedor de insetos,19.9,358.2
33117dd4-0871-4996-9bb8-ea8efc6a1b3d,03/13/2023 17:27:56,santa catarina,97,removedor de insetos,19.9,1930.3
db54f1b2-7994-42ac-80f6-9b46355328c5,04/13/2023 09:09:12,paraná,2,condicionador de couro automotivo,49.9,99.8
65951a27-335a-4d9b-bb18-2179bb99e399,03/13/2023 00:37:00,santa catarina,30,polidor de metais automotivo,39.9,1197.0
aec0390c-88c9-449a-b872-56aaa53cfb32,03/14/2023 16:57:42,paraná,21,limpa-vidros automotivo,19.9,417.9
2350068d-6dc1-47fb-97ce-4a1e2207eec6,02/14/2023 09:51:26,santa catarina,82,limpa-tapetes automotivo,34.9,2861.8
87c3e01b-70ac-4f77-9cc5-0c3af3ff7340,03/18/2023 06:34:37,santa catarina,32,limpa-tapetes automotivo,34.9,1116.8
d09b553a-4b90-490f-b5c6-95b26a80b75c,03/13/2023 19:01:35,rio grande do sul,43,polidor de metais automotivo,39.9,1715.7
d6cbe065-aee0-4baf-9177-b1a161daff9e,04/15/2023 17:29:05,paraná,86,limpa-tapetes automotivo,34.9,3001.4
dcf2e9ee-597c-4626-8525-2c9fae564eca,03/12/2023 17:06:37,paraná,77,limpa-estofados automotivo,49.9,3842.3
93943b47-ae25-4fc1-b3be-12a9d06fd73c,01/17/2023 10:11:09,rio grande do sul,88,cera automotiva,39.9,3511.2
ae0bb6ba-b7ff-4f09-b876-c6198a52a11a,04/16/2023 06:10:30,rio grande do sul,94,condicionador de couro automotivo,49.9,4690.6
d3954a35-56a4-4de9-9801-fd14a250de33,04/01/2023 00:14:08,santa catarina,99,cera automotiva,39.9,3950.1
31db7601-c91c-465d-9b44-b8774a50aee3,02/24/2023 20:28:16,rio grande do sul,49,desodorizador de ar automotivo,14.9,730.1
0f0754dc-2b7d-4ca8-8431-c486b3ba3cdb,02/03/2023 23:16:41,paraná,53,cera automotiva,39.9,2114.7
356772c5-cfcc-4803-89b8-422ef2972811,03/23/2023 22:02:41,rio grande do sul,29,desodorizador de ar automotivo,14.9,432.1
7b0a3adb-505a-42b5-8676-9df690f5e121,01/30/2023 00:38:17,santa catarina,79,limpa-tapetes automotivo,34.9,2757.1
fd119218-0196-4543-aa20-e9fa54a97543,02/10/2023 08:54:20,rio grande do sul,42,removedor de insetos,19.9,835.8
2a2b6dcf-fbac-478d-8889-ce17bf3e9d45,04/24/2023 02:35:31,santa catarina,52,shampoo para carros,29.9,1554.8
b3e31bc4-7191-4ded-85eb-31a651f7aeba,01/11/2023 04:56:53,santa catarina,90,shampoo para carros,29.9,2691.0
b05e8aaa-baca-4804-abca-5d894df3a6b7,01/16/2023 13:06:15,rio grande do sul,96,limpa-vidros automotivo,19.9,1910.4
06f6b236-a0f0-4b71-aaac-69aac2aade66,04/10/2023 06:24:48,paraná,37,removedor de insetos,19.9,736.3
281f8f2b-0963-4480-9db7-f81e34c33a82,04/03/2023 12:43:55,paraná,37,limpa-vidros automotivo,19.9,736.3
bfaf57e5-f2c2-410a-be89-bf8ad9ca6f1a,04/01/2023 13:06:51,santa catarina,67,cera automotiva,39.9,2673.3
1e8066f4-637a-4f59-b81c-ff66d9a0e3d1,02/01/2023 23:37:26,rio grande do sul,72,shampoo para carros,29.9,2152.8
b228bbb4-133d-4113-8fc6-3b96d58f21d6,04/11/2023 10:42:22,paraná,64,cera automotiva,39.9,2553.6
3ce79450-c5f9-414b-b415-22edf8dcde44,01/05/2023 18:56:27,paraná,23,removedor de insetos,19.9,457.7
8c5bcd7d-19a2-4a6a-82d3-e510f2bbc9a1,04/08/2023 08:09:27,paraná,75,removedor de insetos,19.9,1492.5
f3b3c9c7-edf2-4c54-8a1e-dcf7d5d4b354,02/01/2023 19:57:53,paraná,4,desodorizador de ar automotivo,14.9,59.6
85cf5c0f-cf12-4059-8f21-1076bf8a2bdb,04/03/2023 17:01:27,rio grande do sul,88,shampoo para carros,29.9,2631.2
0e597222-bace-4f67-94dd-ea11e203589c,01/21/2023 03:03:55,rio grande do sul,33,shampoo para carros,29.9,986.7
da7979cd-9278-47bb-a93d-30c814a853b1,04/15/2023 04:32:16,paraná,90,limpa-vidros automotivo,19.9,1791.0
953a4c3c-f586-49b2-bba1-9dadeddc6c8b,02/16/2023 18:28:37,paraná,57,polidor de metais automotivo,39.9,2274.3
2ce1a8cc-559d-4973-ac6b-247bfa943367,02/05/2023 16:58:49,santa catarina,79,limpa-rodas,24.9,1967.1
26d0c3bc-9b52-4d53-9a55-2a5b03c0abc1,04/10/2023 08:45:20,santa catarina,76,limpa-rodas,24.9,1892.4
f189114c-423d-4828-8532-f3056ee36cdb,03/25/2023 05:07:25,rio grande do sul,12,desodorizador de ar automotivo,14.9,178.8
ca86b824-68ee-44dc-997f-0e7873003c53,03/20/2023 01:34:07,paraná,74,removedor de insetos,19.9,1472.6
2305c151-c182-45d3-983a-ff2bb27bc046,04/16/2023 20:42:29,rio grande do sul,36,limpa-tapetes automotivo,34.9,1256.4
15e59dd8-534d-4283-ad1d-1912e312d2af,04/09/2023 01:50:52,rio grande do sul,23,shampoo para carros,29.9,687.7
9fdc6090-b940-4184-aa59-99ed2d3012a5,04/29/2023 08:17:56,santa catarina,30,cera automotiva,39.9,1197.0
7f020896-b09d-4a87-baf7-188519e75d77,03/05/2023 18:37:34,santa catarina,55,shampoo para carros,29.9,1644.5
b642e0cc-75d8-4506-be16-0cf0edead6ee,01/27/2023 00:18:45,santa catarina,93,removedor de insetos,19.9,1850.7
378c58a0-76af-47b8-b9e1-9fdf3812b58b,01/07/2023 03:59:34,rio grande do sul,21,limpa-vidros automotivo,19.9,417.9
4cbec425-d300-49e1-8a64-c82e82866b7f,03/22/2023 02:27:47,rio grande do sul,93,shampoo para carros,29.9,2780.7
4f2edcbb-1b2d-405e-b070-186e31a3b6f6,02/24/2023 06:31:19,paraná,65,removedor de insetos,19.9,1293.5
b8f05580-5546-426a-85dc-00c8e7a82c6c,02/05/2023 09:43:33,rio grande do sul,70,polidor de metais automotivo,39.9,2793.0
6c252c0a-948e-4849-a252-dcefc5a681b1,01/22/2023 14:01:19,santa catarina,1,polidor de metais automotivo,39.9,39.9
450e8745-fb0f-44a3-b0cd-8cabc7115361,02/15/2023 15:45:53,rio grande do sul,67,cera automotiva,39.9,2673.3
25a47bcd-d9a4-4d95-a861-dd1756fe865e,04/03/2023 15:10:03,santa catarina,99,limpa-tapetes automotivo,34.9,3455.1
86d1cd9a-e511-4665-979a-8238b85242be,03/29/2023 19:38:40,paraná,26,polidor de metais automotivo,39.9,1037.4
5369edf9-12fb-43b8-91e0-523a1e6c6817,01/17/2023 11:58:58,paraná,23,limpa-tapetes automotivo,34.9,802.7
8360c847-7ed0-4bb0-8504-70b8ed5fef54,04/29/2023 14:13:47,santa catarina,98,limpa-vidros automotivo,19.9,1950.2
8633cc77-21a2-40cd-a81d-78066e638c37,04/23/2023 15:42:02,rio grande do sul,43,limpa-vidros automotivo,19.9,855.7
cb5c2d69-3b0d-485d-9818-d667cb76717c,03/29/2023 12:55:09,rio grande do sul,74,polidor de metais automotivo,39.9,2952.6
988271aa-da87-44b1-ae17-1f4e668b8172,02/20/2023 12:40:51,santa catarina,12,limpa-rodas,24.9,298.8
73f0da25-90d0-42a4-aa10-6a52d9a512f5,02/22/2023 16:45:47,santa catarina,84,limpa-tapetes automotivo,34.9,2931.6
9c24660f-babb-434f-90be-dce7afb4b0d1,04/23/2023 01:51:33,paraná,7,limpa-estofados automotivo,49.9,349.3
ef47d4b5-8292-46e3-9336-f89ba7d370cf,03/02/2023 11:31:22,paraná,28,limpa-estofados automotivo,49.9,1397.2
f8d6d60e-bf4d-4f4a-9021-eded060d94e2,04/10/2023 01:14:21,rio grande do sul,72,limpa-tapetes automotivo,34.9,2512.8
858c857f-1624-4899-9049-858f66c16c23,03/21/2023 22:51:58,rio grande do sul,60,polidor de metais automotivo,39.9,2394.0
5e684c88-95aa-4526-9eb2-fecb638953b1,03/29/2023 00:17:52,rio grande do sul,71,condicionador de couro automotivo,49.9,3542.9
f75abac6-f3be-4f17-a2f2-0b3739a8889b,04/12/2023 08:28:09,santa catarina,76,desodorizador de ar automotivo,14.9,1132.4
410ed812-4b59-4526-9f72-3e12645a84db,03/28/2023 14:51:55,rio grande do sul,32,limpa-rodas,24.9,796.8
071c74b8-1771-4d8e-a847-b4d56add9a9f,04/01/2023 12:11:54,paraná,42,limpa-tapetes automotivo,34.9,1465.8
677c4f79-f2c9-45b3-b59f-d2af72f5f8a1,03/11/2023 02:45:11,santa catarina,80,limpa-tapetes automotivo,34.9,2792.0
e1d81b5d-4182-43a2-b622-064849da3355,03/28/2023 11:56:42,rio grande do sul,47,limpa-tapetes automotivo,34.9,1640.3
a802fbeb-b907-4751-9089-2835674273fb,01/21/2023 12:52:56,santa catarina,41,condicionador de couro automotivo,49.9,2045.9
123937e8-eb1c-4684-9a45-3bbf6e1ecac6,03/18/2023 15:42:07,santa catarina,5,removedor de insetos,19.9,99.5
cf0f4788-88cb-4608-9e05-67f9784b9a05,04/20/2023 23:11:06,paraná,41,cera automotiva,39.9,1635.9
38189c62-1fd5-4ae7-8aac-86d8ce84d4eb,03/14/2023 15:15:44,rio grande do sul,60,limpa-vidros automotivo,19.9,1194.0
813e64ae-08a2-4364-9b61-95264163eb75,02/13/2023 03:37:14,santa catarina,86,removedor de insetos,19.9,1711.4
0c1d839c-0699-45a5-87f8-41ca14899d85,01/22/2023 19:46:03,santa catarina,2,polidor de metais automotivo,39.9,79.8
b6ef238a-a2d9-4bb6-84ce-cdd4abbfae5b,01/09/2023 10:26:58,santa catarina,77,limpa-estofados automotivo,49.9,3842.3
fb78a11f-3322-4680-982d-db3e8c11302f,01/14/2023 00:26:52,paraná,7,polidor de metais automotivo,39.9,279.3
b9a686ad-9cb2-4f54-b29a-48f71c752cda,03/15/2023 11:36:34,santa catarina,97,condicionador de couro automotivo,49.9,4840.3
05f21e7e-8c51-4aec-9c4d-21bb25ddafd7,03/11/2023 06:14:47,rio grande do sul,21,removedor de insetos,19.9,417.9
81905050-8a4d-4c44-9964-69b090a63e01,03/31/2023 17:09:48,paraná,90,shampoo para carros,29.9,2691.0
3b63250b-8c78-4f07-a77f-2b0e4bc8efc8,02/03/2023 11:51:05,paraná,58,polidor de metais automotivo,39.9,2314.2
d0715372-014d-4356-930e-bb6753cae565,04/28/2023 14:38:06,paraná,77,limpa-tapetes automotivo,34.9,2687.3
2c8543db-1afd-4a52-bc27-96c0f218a62b,01/10/2023 20:41:57,rio grande do sul,72,removedor de insetos,19.9,1432.8
caba6343-62ef-4c63-a4d5-7e309199c50f,02/09/2023 13:06:08,santa catarina,19,shampoo para carros,29.9,568.1
069c5506-b48c-4bdd-a620-f83eb8e9b6b5,04/14/2023 04:01:01,paraná,73,condicionador de couro automotivo,49.9,3642.7
fd101f9a-3913-4702-b000-e397c09e5316,04/13/2023 14:23:06,paraná,78,limpa-rodas,24.9,1942.2
